id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id1349108,2nd Avenue,5th Avenue,2785.6,311.5,4,2nd Avenue|East 37th Street|5th Avenue|5th Avenue,623.5|838.8|1323.3|0,58.8|74.3|178.4|0,depart|turn|turn|arrive,left|right|left|arrive,"-73.970924,40.751584|-73.974485,40.74667|-73.98318,40.750341|-73.990765,40.739924"
id0785484,6th Avenue,West 46th Street,3229.3,329.6,5,6th Avenue|West 45th Street|10th Avenue|West 46th Street|West 46th Street,1552.6|1094.7|80.4|501.7|0,200.1|81.6|13.1|34.8|0,depart|turn|turn|turn|arrive,left|left|right|right|arrive,"-73.991606,40.744547|-73.982712,40.756771|-73.994069,40.761552|-73.993607,40.762185|-73.988406,40.759989"
id1777203,West 46th Street,West 46th Street,849.5,63.7,2,West 46th Street|West 46th Street,849.5|0,63.7|0,depart|arrive,left|arrive,"-73.989419,40.760419|-73.980614,40.756698"
id1857490,Amsterdam Avenue,East 86th Street,3658.0,334.1,7,Amsterdam Avenue|West 86th Street|86th Street Transverse Road|East 84th Street|Madison Avenue|East 86th Street|East 86th Street,676.7|545.4|921.5|154.7|168.4|1191.3|0,57.6|39.7|105.2|17.5|17.2|96.9|0,depart|turn|new name|new name|turn|turn|arrive,none|right|straight|slight left|left|right|arrive,"-73.978897,40.78236|-73.97501,40.787685|-73.969349,40.785303|-73.961375,40.780223|-73.959774,40.779542|-73.958811,40.780869|-73.946461,40.775649"
id3661378,West 55th Street,5th Avenue,3916.8,396.4,5,West 55th Street|9th Avenue|West 36th Street|5th Avenue|5th Avenue,261.8|1516.1|1130.4|1008.4|0,45|126.7|86|138.7|0,depart|turn|turn|turn|arrive,left|left|left|right|arrive,"-73.983952,40.765468|-73.98667,40.76661|-73.995343,40.754667|-73.983621,40.749724|-73.989413,40.741791"
id1018327,Broadway,1st Avenue,2832.2,269.8,7,Broadway|Broadway|West 57th Street|2nd Avenue|East 52nd Street|1st Avenue|1st Avenue,300.6|263.7|1596.1|404.1|227.7|40|0,41.6|39.7|108.4|37.7|40.2|2.2|0,depart|rotary|turn|turn|turn|turn|arrive,right|slight right|left|right|left|left|arrive,"-73.982269,40.771015|-73.982226,40.768317|-73.981848,40.766287|-73.965292,40.75931|-73.967609,40.756129|-73.96525,40.75513|-73.96502,40.755445"
id0300683,Elizabeth Street,3rd Avenue,2582.4,355.3,6,Elizabeth Street|Bleecker Street|Bowery|Cooper Square|3rd Avenue|3rd Avenue,549.5|80.7|212.9|309.9|1429.4|0,72.1|18.7|29.8|40.8|193.9|0,depart|end of road|end of road|new name|new name|arrive,none|right|left|straight|straight|arrive,"-73.994927,40.720737|-73.99304,40.725466|-73.992143,40.725214|-73.991472,40.727059|-73.989902,40.729558|-73.981701,40.740807"
id0105721,Broadway,Central Park West,1350.9,119.4,4,Broadway|West 86th Street|Central Park West|Central Park West,433.4|699.5|218|0,41.9|59.2|18.3|0,depart|turn|turn|arrive,none|left|left|arrive,"-73.974047,40.79174|-73.976607,40.788361|-73.969349,40.785303|-73.968097,40.787018"
id0476904,York Avenue,East 85th Street,1243.0,113.8,5,York Avenue|East 79th Street|3rd Avenue|East 85th Street|East 85th Street,35.5|662.5|489.1|55.9|0,9.9|51.6|44.3|8|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.95064,40.771122|-73.950437,40.771402|-73.95731,40.774297|-73.954481,40.778137|-73.955061,40.778381"
id2051805,West 4th Street,East 21st Street,2194.5,307.2,8,West 4th Street|Washington Square South|Washington Square East|University Place|East 12th Street|3rd Avenue|East 21st Street|East 21st Street,150|304.2|154|426.1|447.8|708.8|3.7|0,20.8|43.4|19.2|59.4|61.5|102.5|0.4|0,depart|new name|continue|turn|turn|turn|turn|arrive,right|straight|left|straight|right|left|left|arrive,"-74.0011,40.731773|-73.999604,40.731043|-73.996569,40.729563|-73.995572,40.730723|-73.992792,40.733922|-73.98815,40.731964|-73.984086,40.737543|-73.984125,40.737559"
id2812748,2nd Avenue,Park Avenue,2655.3,217.9,4,2nd Avenue|East 57th Street|Park Avenue|Park Avenue,1994.8|537.1|123.4|0,164.7|43.2|10|0,depart|turn|turn|arrive,right|right|left|arrive,"-73.953837,40.775006|-73.965292,40.75931|-73.970857,40.761665|-73.971563,40.760693"
id0049702,West 33rd Street,9th Avenue,883.1,120.0,3,West 33rd Street|9th Avenue|9th Avenue,156.6|726.6|0,24.9|95.1|0,depart|turn|arrive,none|left|arrive,"-73.995177,40.752042|-73.996789,40.752742|-74.000984,40.747035"
id3317755,7th Avenue,West 45th Street,1425.3,183.1,5,7th Avenue|West 32nd Street|6th Avenue|West 45th Street|West 45th Street,19.8|275.3|1049.2|81|0,9.8|38.3|129.8|5.2|0,depart|turn|turn|turn|arrive,none|left|left|left|arrive,"-73.991449,40.749862|-73.991563,40.749706|-73.988708,40.748504|-73.982712,40.756771|-73.983551,40.757126"
id1391519,West 52nd Street,Park Avenue,1536.5,147.7,6,West 52nd Street|7th Avenue|West 50th Street|Park Avenue|Park Avenue|Park Avenue,25.4|157|883.9|317.7|152.5|0,6.9|19.5|67.9|34|19.4|0,depart|turn|turn|turn|continue|arrive,none|right|left|right|uturn|arrive,"-73.98262,40.762445|-73.982357,40.762334|-73.98325,40.761095|-73.974088,40.757223|-73.975907,40.754721|-73.974965,40.755687"
id1033181,West Street,West 34th Street,3110.9,297.5,5,West Street|11th Avenue|12th Avenue|West 34th Street|West 34th Street,1375|607|1095.2|33.7|0,125.8|60.5|107.5|3.7|0,depart|new name|new name|turn|arrive,none|straight|straight|right|arrive,"-74.010445,40.730154|-74.008688,40.742352|-74.007696,40.747757|-74.004792,40.756966|-74.004441,40.756821"
id3176929,Central Park South,Madison Avenue,3136.2,276.9,4,Central Park South|East 59th Street|Madison Avenue|Madison Avenue,562.4|155.4|2418.3|0,42.9|17.6|216.4|0,depart|new name|turn|arrive,none|straight|left|arrive,"-73.978818,40.766767|-73.973015,40.764279|-73.971404,40.763598|-73.957522,40.782629"
id1159059,9th Avenue,Lexington Avenue,3394.9,314.0,4,9th Avenue|West 46th Street|Lexington Avenue|Lexington Avenue,496|1598.6|1300.4|0,46.9|126.8|140.3|0,depart|turn|turn|arrive,left|left|right|arrive,"-73.987923,40.76489|-73.990767,40.760986|-73.97419,40.753994|-73.981649,40.743759"
id2791955,West Street,Gansevoort Street,3474.2,354.9,5,West Street|Bank Street|Greenwich Street|Gansevoort Street|Gansevoort Street,2655.1|282.7|331.6|204.8|0,251.3|34.1|46.6|22.9|0,depart|turn|turn|turn|arrive,right|right|left|left|arrive,"-74.014123,40.712359|-74.00992,40.735974|-74.006621,40.736432|-74.006449,40.739405|-74.008873,40.739352"
id1038701,Broadway,West 53rd Street,4507.7,391.0,9,Broadway|Columbus Avenue|9th Avenue|West 54th Street|7th Avenue|West 52nd Street|6th Avenue|West 53rd Street|West 53rd Street,2377.5|431.4|411.8|548.8|160.4|273.5|80|224.3|0,189.9|33.9|38.1|44.2|19.9|38|12.5|14.5|0,depart|turn|new name|turn|turn|turn|turn|turn|arrive,none|slight right|straight|left|right|left|left|left|arrive,"-73.973559,40.792413|-73.982295,40.772633|-73.984777,40.769241|-73.987125,40.765994|-73.981433,40.763595|-73.982357,40.762334|-73.979517,40.761142|-73.979057,40.761771|-73.981386,40.762749"
id0250205,Vanderbilt Avenue,2nd Avenue,1716.2,171.3,4,Vanderbilt Avenue|East 46th Street|2nd Avenue|2nd Avenue,296.6|595|824.7|0,48.8|51|71.5|0,depart|turn|turn|arrive,left|right|right|arrive,"-73.978201,40.752633|-73.976516,40.754974|-73.970341,40.752379|-73.975063,40.745885"
id1376746,6th Avenue,West 47th Street,3477.8,447.5,5,6th Avenue|West 48th Street|5th Avenue|West 47th Street|West 47th Street,2827.3|311|79.7|259.8|0,360.4|48.8|9.3|29|0,depart|turn|turn|turn|arrive,right|right|right|right|arrive,"-73.997546,40.736388|-73.981341,40.758645|-73.978116,40.757284|-73.978566,40.756654|-73.981261,40.75779"
id1663376,5th Avenue,Central Park South,2873.8,269.8,4,5th Avenue|Doris C. Freedman Place|Central Park South|Central Park South,2039.8|129.9|704.1|0,206.7|12.8|50.3|0,depart|turn|turn|arrive,left|right|right|arrive,"-73.96085,40.780953|-73.972553,40.764898|-73.973625,40.764577|-73.980925,40.767659"
id1552804,East 18th Street,East 53rd Street,3607.3,394.0,9,East 18th Street|Park Avenue South|Park Avenue|East 36th Street|3rd Avenue|East 54th Street|2nd Avenue|East 53rd Street|East 53rd Street,122|1178|248.6|305.4|1438.3|213.9|78.2|22.9|0,23.5|159.9|35.8|29.3|117.7|18|8.3|1.5|0,depart|turn|fork|turn|turn|turn|turn|turn|arrive,right|left|slight right|right|left|right|right|right|arrive,"-73.989771,40.737651|-73.988506,40.737118|-73.981781,40.746402|-73.98031,40.748336|-73.977146,40.746996|-73.968914,40.758324|-73.966702,40.757381|-73.967152,40.756766|-73.96739,40.756866"
id1301310,Borinquen Place,Irving Avenue,4005.8,302.7,6,Borinquen Place|Grand Street|Bushwick Avenue|Flushing Avenue|Irving Avenue|Irving Avenue,233.6|886.5|1197.5|1010.5|677.7|0,12.9|52.1|83.9|56.2|97.6|0,depart|new name|turn|turn|turn|arrive,left|straight|right|left|right|arrive,"-73.953867,40.710688|-73.951119,40.710957|-73.940688,40.711962|-73.936982,40.70191|-73.926132,40.705714|-73.919701,40.70206"
id3742600,6th Avenue,Columbus Avenue,3036.0,333.1,6,6th Avenue|Central Park South|Broadway|West 60th Street|Columbus Avenue|Columbus Avenue,2171.3|513.5|117.3|223|10.8|0,230.7|38.2|22.3|41.4|0.5|0,depart|turn|rotary|turn|turn|arrive,none|left|slight right|left|left|arrive,"-73.988657,40.748573|-73.976221,40.765671|-73.981407,40.768031|-73.981993,40.768891|-73.984321,40.769841|-73.984385,40.769757"
id0386458,East 53rd Street,East 47th Street,807.0,97.2,6,East 53rd Street|Park Avenue|East 50th Street|Lexington Avenue|East 47th Street|East 47th Street,39.7|238.9|166.3|239.5|122.7|0,11.9|27|16.9|23.8|17.6|0,depart|turn|turn|turn|turn|arrive,right|left|left|right|right|arrive,"-73.972305,40.758932|-73.972718,40.759104|-73.974088,40.757223|-73.972362,40.756498|-73.973735,40.754613|-73.974999,40.75516"
id1747358,East 82nd Street,East 66th Street,1788.8,180.4,5,East 82nd Street|Park Avenue|Park Avenue|East 66th Street|East 66th Street,14.6|80.8|1413.2|280.1|0,9.6|12.6|138|20.2|0,depart|turn|continue|turn|arrive,none|left|uturn|right|arrive,"-73.959102,40.777597|-73.95895,40.777533|-73.958486,40.778169|-73.966716,40.767339|-73.969623,40.768561"
id0640857,Spring Street,Rivington Street,2129.1,295.4,6,Spring Street|West Broadway|West Houston Street|Essex Street|Rivington Street|Rivington Street,228.2|308.8|1268.5|278.6|45.1|0,38.7|40.8|173.6|37.3|5|0,depart|turn|turn|turn|turn|arrive,none|left|right|right|right|arrive,"-74.004271,40.725536|-74.001933,40.724552|-73.999962,40.726892|-73.986335,40.722162|-73.987543,40.719831|-73.98804,40.719981"
id0549811,East 64th Street,Broadway,2769.8,241.2,8,East 64th Street|2nd Avenue|East 60th Street|Central Park South|Central Park West|West 62nd Street|Broadway|Broadway,122.3|319|964.8|763.7|232|140.4|227.5|0,21.7|27.8|79.4|56.6|27.7|11.5|16.5|0,depart|turn|turn|turn|rotary|turn|turn|arrive,left|right|right|right|slight right|left|right|arrive,"-73.96333,40.764273|-73.962062,40.763738|-73.963905,40.761233|-73.973625,40.764577|-73.981407,40.768031|-73.980576,40.769911|-73.98204,40.770515|-73.982075,40.77256"
id3795965,6th Avenue,West 42nd Street,3490.0,474.9,3,6th Avenue|West 42nd Street|West 42nd Street,3482.6|7.4|0,474.1|0.8|0,depart|turn|arrive,right|right|arrive,"-74.003355,40.727176|-73.984118,40.754842|-73.984041,40.75481"
id0966765,7th Avenue,East 49th Street,1728.9,188.9,7,7th Avenue|West 44th Street|6th Avenue|West 50th Street|Lexington Avenue|East 49th Street|East 49th Street,109.6|274.3|478.9|777.7|79.8|8.6|0,21.8|48.8|45.4|63|9.4|0.5|0,depart|turn|turn|turn|turn|turn|arrive,none|left|left|right|right|right|arrive,"-73.985367,40.758195|-73.986013,40.75734|-73.983167,40.756142|-73.980418,40.759911|-73.972362,40.756498|-73.97282,40.75587|-73.972909,40.755908"
id2239221,Avenue C,East 14th Street,1615.8,213.3,3,Avenue C|East 14th Street|East 14th Street,267|1348.9|0,50.6|162.7|0,depart|turn|arrive,left|left|arrive,"-73.977192,40.726344|-73.975683,40.728454|-73.989664,40.734355"
id2247157,West 45th Street,Central Park South,2139.8,193.3,6,West 45th Street|8th Avenue|West 46th Street|6th Avenue|Central Park South|Central Park South,303.2|79.7|547.4|1052|157.5|0,25.9|13|47.3|96.8|10.3|0,depart|turn|turn|turn|turn|arrive,none|right|right|left|right|arrive,"-73.985238,40.757839|-73.988386,40.75916|-73.987929,40.759787|-73.982254,40.75739|-73.976221,40.765671|-73.974587,40.764982"
id3694995,West 24th Street,Perry Street,1786.2,246.3,7,West 24th Street|9th Avenue|Hudson Street|Gansevoort Street|Washington Street|Perry Street|Perry Street,24.8|791.6|161.9|222.9|511.5|73.5|0,6.8|108.5|23.5|29.6|69.7|8.2|0,depart|turn|new name|turn|turn|turn|arrive,none|right|straight|right|left|left|arrive,"-74.001144,40.747276|-74.000887,40.747167|-74.005127,40.740851|-74.005407,40.739413|-74.008051,40.73938|-74.008436,40.734791|-74.007579,40.734915"
id2397726,8th Avenue,West 29th Street,1691.0,222.7,3,8th Avenue|West 29th Street|West 29th Street,882.9|808.1|0,128.3|94.4|0,depart|turn|arrive,left|left|arrive,"-74.000813,40.742103|-73.995749,40.749052|-74.004128,40.752586"
id3474254,West 63rd Street,7th Avenue,3235.1,299.7,6,West 63rd Street|Columbus Avenue|9th Avenue|West 36th Street|7th Avenue|7th Avenue,227.4|316.5|1849.4|545|296.7|0,44.2|23.5|153.1|41.7|37.2|0,depart|end of road|new name|turn|turn|arrive,left|left|straight|left|right|arrive,"-73.980583,40.77073|-73.982942,40.771724|-73.984777,40.769241|-73.995343,40.754667|-73.989688,40.752289|-73.991384,40.749951"
id0412030,10th Avenue,Broadway,2226.1,234.1,5,10th Avenue|Amsterdam Avenue|West 70th Street|Broadway|Broadway,1195.7|874.3|57.1|99|0,140.6|68.7|19.3|5.5|0,depart|new name|turn|turn|arrive,none|straight|right|left|arrive,"-73.99447,40.761002|-73.98761,40.770413|-73.982594,40.777295|-73.982001,40.777047|-73.981945,40.777936"
id2970526,3rd Avenue,West 121st Street,5453.1,463.0,9,3rd Avenue|East 96th Street|Madison Avenue|East 110th Street|Frawley Circle|Central Park North|Adam Clayton Powell Jr. Boulevard|West 121st Street|West 121st Street,2105|465.5|1137|125.6|101.2|530.8|886.4|101.5|0,174|40.5|105.5|19|14.5|40.7|54.2|14.6|0,depart|turn|turn|turn|turn|turn|turn|turn|arrive,left|left|right|left|right|slight right|right|left|arrive,"-73.96142,40.76863|-73.949331,40.785194|-73.95416,40.787231|-73.947629,40.796178|-73.948901,40.796756|-73.949699,40.797086|-73.955208,40.799405|-73.950121,40.806382|-73.951175,40.806825"
id3858579,8th Avenue,West 64th Street,1539.1,177.4,6,8th Avenue|Central Park West|West 62nd Street|Broadway|West 64th Street|West 64th Street,843.7|303.3|140.4|187.7|64|0,98.9|37.7|11.5|20.1|9.2|0,depart|rotary|turn|turn|turn|arrive,left|right|left|right|sharp right|arrive,"-73.98694,40.761143|-73.981997,40.767688|-73.980576,40.769911|-73.98204,40.770515|-73.982084,40.772202|-73.981423,40.771918"
id1837930,East 69th Street,York Avenue,1348.0,119.5,5,East 69th Street|1st Avenue|East 79th Street|York Avenue|York Avenue,4.2|823.6|215.9|304.3|0,4.7|67.7|21.3|25.8|0,depart|turn|turn|turn|arrive,none|right|right|left|arrive,"-73.957368,40.76585|-73.957412,40.765868|-73.952677,40.772346|-73.950437,40.771402|-73.948683,40.773794"
id1919862,Amsterdam Avenue,West 55th Street,2136.2,227.4,9,Amsterdam Avenue|West 73rd Street|Broadway|Columbus Avenue|9th Avenue|West 57th Street|Broadway|West 55th Street|West 55th Street,49.6|69.9|776.2|431.4|167.4|373|175.4|93.5|0,10|16.4|61.2|33.9|18.5|40.8|33.2|13.4|0,depart|turn|turn|turn|new name|turn|turn|turn|arrive,right|left|left|slight right|straight|left|right|right|arrive,"-73.981439,40.778875|-73.981152,40.779264|-73.98187,40.779579|-73.982295,40.772633|-73.984777,40.769241|-73.985718,40.767916|-73.981848,40.766287|-73.982215,40.764737|-73.983186,40.765145"
id1307165,6th Avenue,East 32nd Street,2220.8,222.9,5,6th Avenue|West 54th Street|5th Avenue|East 32nd Street|East 32nd Street,33.7|311|1762.8|113.4|0,6.3|24.4|179.5|12.7|0,depart|turn|turn|turn|arrive,left|right|right|left|arrive,"-73.978794,40.762131|-73.978601,40.762396|-73.975373,40.76104|-73.985492,40.747168|-73.984316,40.746673"
id3865295,Charlton Street,Lafayette Street,1558.6,217.7,5,Charlton Street|6th Avenue|West Houston Street|Lafayette Street|Lafayette Street,6.7|125.6|747.1|679.3|0,6.1|18|105.4|88.2|0,depart|turn|turn|turn|arrive,none|right|slight right|left|arrive,"-74.003366,40.726952|-74.003445,40.726958|-74.002984,40.728031|-73.99538,40.725032|-73.991005,40.730126"
id3516338,Broadway,West 42nd Street,3145.8,428.4,9,Broadway|East 10th Street|4th Avenue|Union Square East|Park Avenue South|East 27th Street|Madison Avenue|East 42nd Street|West 42nd Street,104.9|106.9|357.2|251.9|781.6|163.9|1195.8|183.6|0,18.6|20.8|48|34.2|112.8|24.4|146.9|22.7|0,depart|turn|turn|new name|new name|turn|turn|turn|arrive,right|left|left|straight|straight|left|right|left|arrive,"-73.991238,40.732672|-73.991462,40.731745|-73.990351,40.731281|-73.989898,40.734456|-73.988932,40.736522|-73.984448,40.742673|-73.986146,40.743391|-73.979286,40.752802|-73.981188,40.753608"
id1426967,Broadway,West Houston Street,2185.4,295.0,9,Broadway|East 13th Street|5th Avenue|West 9th Street|Christopher Street|Grove Street|7th Avenue South|West Houston Street|West Houston Street,46.9|305.9|311.7|299|187.8|170.2|551.3|312.6|0,11.7|43.6|44.9|33.4|25|23.6|73.9|38.9|0,depart|turn|turn|turn|new name|fork|turn|turn|arrive,right|right|left|right|straight|slight left|left|right|arrive,"-73.990851,40.734394|-73.990945,40.733978|-73.994118,40.735313|-73.995904,40.732859|-73.999014,40.734147|-74.001205,40.733843|-74.00305,40.733221|-74.005315,40.728601|-74.008995,40.728947"
id3792440,East 54th Street,East 31st Street,1882.5,195.4,4,East 54th Street|Lexington Avenue|East 31st Street|East 31st Street,16.1|1843|23.4|0,5.2|187.6|2.6|0,depart|turn|turn|arrive,left|right|right|arrive,"-73.9707,40.759072|-73.970533,40.759002|-73.981109,40.744498|-73.981352,40.7446"
id3303450,6th Avenue,West 55th Street,1888.6,216.1,3,6th Avenue|West 55th Street|West 55th Street,1472.9|415.7|0,152.2|63.9|0,depart|turn|arrive,right|left|arrive,"-73.986587,40.751429|-73.97814,40.763023|-73.982454,40.764837"
id0720938,7th Avenue,Bowery,4656.4,644.5,14,7th Avenue|West 32nd Street|Broadway|West 26th Street|5th Avenue|Broadway|Union Square West|East 14th Street|Broadway|East 10th Street|3rd Avenue|Cooper Square|Bowery|Bowery,219.9|324.6|504.6|78.8|132.9|601.8|241|90.2|346.9|232.6|148.1|311|1423.9|0,34.2|40.9|71|12.9|19|81.3|38.4|12.8|49.6|32|20.7|40.7|191|0,depart|turn|turn|turn|turn|turn|new name|turn|turn|turn|turn|new name|new name|arrive,none|left|right|left|right|slight left|straight|left|right|left|right|straight|straight|arrive,"-73.990298,40.751435|-73.991563,40.749706|-73.988195,40.74829|-73.989011,40.743796|-73.988194,40.743451|-73.988951,40.742403|-73.990343,40.737114|-73.991692,40.735204|-73.990752,40.734816|-73.991462,40.731745|-73.989053,40.730724|-73.989902,40.729558|-73.991603,40.727114|-73.996894,40.715016"
id2466846,2nd Avenue,1st Avenue,883.0,79.8,4,2nd Avenue|East 54th Street|1st Avenue|1st Avenue,134.5|229.7|518.8|0,16.8|22.4|40.6|0,depart|turn|turn|arrive,right|left|left|arrive,"-73.965926,40.758438|-73.966702,40.757381|-73.964319,40.756377|-73.96135,40.760463"
id2134367,East 25th Street,West 31st Street,1825.6,237.6,4,East 25th Street|3rd Avenue|East 31st Street|West 31st Street,195.3|471.6|1158.6|0,23.8|70.1|143.7|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.980178,40.739255|-73.982202,40.74011|-73.979497,40.743822|-73.991509,40.748891"
id0329564,East 42nd Street,3rd Avenue,1589.1,149.4,4,East 42nd Street|3rd Avenue|3rd Avenue|3rd Avenue,354.5|1039.8|194.7|0,53.1|83.5|12.8|0,depart|turn|fork|arrive,none|left|slight right|arrive,"-73.978092,40.752304|-73.974408,40.750764|-73.968457,40.758954|-73.967369,40.76049"
id3769828,1st Avenue,Washington Avenue,6885.3,685.4,12,1st Avenue|East 13th Street|2nd Avenue|Chrystie Street|Delancey Street|Kenmare Street|Bowery|Manhattan Bridge|Flatbush Avenue|Myrtle Avenue|Washington Avenue|Washington Avenue,63.2|229.6|1001|437.7|102.6|12.3|488.4|2311.3|416.6|1564.3|258.4|0,14.6|33.1|138.1|59|13.4|5.9|64.5|179.3|34.8|125.8|16.9|0,depart|turn|turn|new name|turn|turn|turn|turn|new name|turn|turn|arrive,none|left|left|straight|right|slight right|left|slight left|straight|sharp right|right|arrive,"-73.983432,40.730158|-73.983064,40.730653|-73.985444,40.731658|-73.991006,40.723738|-73.992837,40.720056|-73.993982,40.720305|-73.994117,40.720346|-73.996079,40.716244|-73.985191,40.69722|-73.983434,40.693721|-73.966881,40.693341|-73.966425,40.691044"
